"_id"	"crawl_time"	"weibo_url"	"user_id"	"created_at"	"tool"	"like_num"	"repost_num"	"comment_num"	"image_url"	"content"
"IFQmGxK4t"	"1619592509"	"https://weibo.com/1699432410/IFQmGxK4t"	"1699432410"	"2020-05-01 11:01:21"	"微博原生直播"	"134"	"25"	"5"		"#国际疫情动态#【正在直播：俄罗斯总理新冠病毒检测呈阳性】目前，新冠肺炎疫情在世界多个国家蔓延。俄罗斯总理米舒斯京4月30日向总统普京报告说，他本人新冠病毒检测结果呈阳性。请看新华社记者从俄罗斯、美国、比利时、伊朗和印尼等地发来现场报道。#视点直播#带你看↓ 新华视点的微博视频 ."
"IFPeDC6a6"	"1619592509"	"https://weibo.com/1699432410/IFPeDC6a6"	"1699432410"	"2020-05-01 08:08:48"	"微博 weibo.com"	"32"	"17"	"5"	"[""http://wx3.sinaimg.cn/wap180/9764bb42gy1gecm0tcbjgj20bj0asab6.jpg""]"	"【昨天上海无新增本地新冠肺炎确诊病例，新增5例境外输入病例】#最新#市卫健委今早（1日）通报：4月30日0—24时，通过口岸联防联控机制，报告5例境外输入性新冠肺炎确诊病例。新增治愈出院2例，均来自俄罗斯。#上海战疫##上海加油#  病例1、病例2为夫妻，中国籍，在巴西生活，4月27日自巴西出发，经埃塞俄比亚转机后于4月28日抵达上海浦东国际机场，入关后即被隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。  病例3为中国籍，在美国留学，4月27日自美国出发，经埃塞俄比亚转机后于4月28日抵达上海浦东国际机场，入关后即被隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。  病例4为中国籍，在美国留学，4月27日自美国出发，经埃塞俄比亚转机后于4月28日抵达上海浦东国际机场，入关后即被隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。  病例5为中国籍，在美国旅行，4月28日自美国出发，经德国转机后于4月29日抵达上海浦东国际机场，入关后即被隔离观察，期间出现症状。综合流行病学史、临床症状、实验室检测和影像学检查结果等，诊断为确诊病例。  5例境外输入性确诊病例均已转至定点医疗机构救治，已追踪同航班的密切接触者126人，均已落实集中隔离观察。  4月30日0—24时，无新增本地新冠肺炎确诊病例。  截至4月30日24时，累计报告境外输入性确诊病例313例，治愈出院268例，在院治疗45例（其中2例危重）。现有待排查的疑似病例3例。  截至4月30日24时，累计报告本地确诊病例339例，治愈出院331例，死亡7例，在院治疗1例。现有待排查的疑似病例0例。  截至4月30日24时，尚在医学观察中的无症状感染者0例。转发理由:#严防疫情输入#【昨天上海无新增本地新冠肺炎确诊病例，新增5例境外输入病例】"
"IFPa7yIzy"	"1619592509"	"https://weibo.com/1699432410/IFPa7yIzy"	"1699432410"	"2020-05-01 07:57:40"	"微博 weibo.com"	"51"	"16"	"13"	"[""http://wx4.sinaimg.cn/wap180/654b47daly1gecmcpmq27j21900u07wj.jpg""]"	"#国际疫情动态#【#俄总理新冠病毒检测结果呈阳性#】俄罗斯总理米舒斯京4月30日向总统普京报告说，他本人新冠病毒检测结果呈阳性。 　　克里姆林宫网站发布公告说，米舒斯京当天在与普京的视频会谈中说，他刚刚得知自己新冠病毒检测结果呈阳性，依照俄联邦消费者权益保护和公益监督局的要求，他需要进行自我隔离并遵医嘱。 　　米舒斯京表示，俄政府将继续正常运转，他会以电话或视频的形式与政府同事和普京保持沟通。同时，他提议由第一副总理别洛乌索夫代理总理一职。 　　米舒斯京呼吁俄公民谨慎对待疫情，在5月假期期间呆在家中并遵守必要限制规定。他说，相信俄罗斯能够战胜疫情恢复正常生活，政府将为此采取一切必要措施。 　　普京当天签署命令，由别洛乌索夫担任俄代理总理。（记者李奥）"
"IFOnZBW1y"	"1619592509"	"https://weibo.com/1699432410/IFOnZBW1y"	"1699432410"	"2020-05-01 05:59:06"	"微博 weibo.com"	"83"	"56"	"21"	"[""http://wx3.sinaimg.cn/wap180/654b47daly1gecixelay7j20fm0fmx6p.jpg""]"	"#国际疫情动态#【世卫组织：#中国以外新冠确诊病例达3006072例#】世界卫生组织4月30日公布的最新数据显示，中国以外新冠确诊病例达到3006072例。 　　世卫组织每日疫情报告显示，截至欧洲中部时间30日10时（北京时间16时），中国以外新冠确诊病例较前一日增加71835例，达到3006072例；中国以外死亡病例较前一日增加9797例，达到213126例。 　　全球范围内，新冠确诊病例较前一日增加71839例，达到3090445例；死亡病例较前一日增加9797例，达到217769例。"
"J06rVsCOH"	"1619592640"	"https://weibo.com/1699432410/J06rVsCOH"	"1699432410"	"2020-05-02 21:29:46"	"微博 weibo.com"	"134"	"52"	"50"	"[""http://wx4.sinaimg.cn/wap180/654b47daly1geefg74ltlj20dw099tax.jpg""]"	"#国际疫情动态#【#俄罗斯单日新增确诊病例近万# 累计超12万】据俄罗斯防疫指挥部2日消息，过去24小时俄新增新冠确诊病例9623例，再创单日新增病例数纪录，累计确诊124054例。 　　数据显示，全俄新增死亡病例57例，累计死亡1222例；新增治愈1793例，累计治愈15013例。 　　面对不断增长的病例数，莫斯科州、外贝加尔边疆区等地已强制要求民众佩戴口罩。 　　莫斯科市长索比亚宁说，莫斯科实际感染新冠病毒的人数可能占整个城市人口的2%，即约25万人。迄今经病毒检测确诊的人数已超过6万人。他表示，目前实行的居家隔离政策遏制了疫情的暴发式增长。 　　俄罗斯卫生部认为，目前还没有证据说明俄罗斯的疫情进入稳定期，疫情到达峰值后立刻解除居家隔离也不现实。（记者鲁金博）"
"J05GtfAMd"	"1619592640"	"https://weibo.com/1699432410/J05GtfAMd"	"1699432410"	"2020-05-02 19:32:51"	"微博 weibo.com"	"382"	"156"	"287"	"[""http://wx1.sinaimg.cn/wap180/654b47daly1geec2golv3j20fm0fmx6p.jpg""]"	"#全球抗疫进行时#【中美公共卫生领域专家发表公开信呼吁两国加强抗疫合作】美国《纽约时报》1日刊发了中美公共卫生领域专家学者联署的一封公开信。公开信呼吁避免将新冠疫情政治化，共同应对疫情，同时应加大对世界卫生组织等全球公共卫生联盟的支持。 　　这封公开信说，应对新冠疫情需要政府领导的平等的、更强大的政治力量，必须通过有力的、多层次的、跨国的、协调一致的措施来应对。 　　公开信表示，疾病没有边界，全球供应链深度交织，应对危机需要全球政府间合作以及科学家之间的数据共享。 　　“国家间关系需要数年时间来精心培育，却可以在数秒之间遭到毁灭，尤其是当一条推文瞬间传遍全球的时候。这是我们经常教学生的道理。”公开信说。 　　公开信说，传播阴谋论或散布病毒起源的谣言“没有容身之处”。现在需要恢复科学交流，在相互尊重基础上进行跨国界沟通。 　　这封公开信由斯坦福大学教授马修·科尔曼、斯科特·罗泽尔和耶鲁大学公共卫生学院助理教授陈希共同发起。70多位联署的专家学者来自中美两国多所高校和智库，包括哈佛大学、斯坦福大学、耶鲁大学、布鲁金斯学会、兰德公司、广州医科大学等。（记者 谭晶晶）"
"J05tP0aLt"	"1619592640"	"https://weibo.com/1699432410/J05tP0aLt"	"1699432410"	"2020-05-02 19:01:40"	"微博 weibo.com"	"86"	"36"	"17"	"[""http://wx1.sinaimg.cn/wap180/654b47daly1geeb5tp02ij21900u0u0x.jpg""]"	"#国际疫情动态#【#韩国单日新增确诊病例连续4天保持个位数#】韩国疾病管理本部2日发布的新冠疫情统计数据显示，当地时间5月1日零时至2日零时，韩国新增6例确诊病例，全部为海外输入病例。至此，韩国单日新增确诊病例已连续4天少于10例。        截至2日零时，韩国累计确诊病例10780例，累计死亡250例，累计治愈9123例。（记者陆睿）"
"J04Brsxns"	"1619592640"	"https://weibo.com/1699432410/J04Brsxns"	"1699432410"	"2020-05-02 16:47:43"	"微博 weibo.com"	"105"	"33"	"34"	"[""http://wx1.sinaimg.cn/wap180/654b47daly1gee7agojdgj21900u04qq.jpg""]"	"#国际疫情动态#【#美国批准紧急使用瑞德西韦#治疗新冠重症患者】美国食品和药物管理局1日发布一项紧急使用授权，允许美国医疗机构治疗新冠重症患者时“紧急使用”抗病毒药物瑞德西韦。重症的标准是这些患者血氧水平低，需要吸氧治疗或使用呼吸机等设备支持。 　　瑞德西韦是美国吉利德科技公司研发的一款抗病毒药物，原计划用于治疗埃博拉出血热和中东呼吸综合征等疾病，尚未在全球任何国家获批上市。 　　美国药管局在一份声明中表示，虽然使用瑞德西韦治疗新冠入院患者的安全性和有效性信息还很有限，但一项临床试验结果显示这一试验性药物能缩短部分患者的康复时间。紧急使用授权规定，在使用该药物治疗时需向医疗机构和患者提供包括剂量说明、潜在副作用及药物相互作用等信息的情况说明。 　　美国药管局表示，授予药物紧急使用授权与正式批准不同。授予紧急使用授权时会评估相关证据，权衡该药物的所有已知和潜在风险及在紧急状态下使用带来的已知和潜在益处。基于以上标准，药管局认为鉴于目前没有合适的、已批准的或其他可用的新冠疗法，有理由相信瑞德西韦可能对治疗新冠肺炎有效，其已知和潜在的益处大于风险，可以批准紧急使用。 　　4月29日，美国国家卫生研究院公布的一项瑞德西韦临床试验初步结果显示，接受瑞德西韦治疗的新冠患者康复时间比使用安慰剂的对照组患者快31%。从康复时间中位数来看，前者为11天，后者为15天。 　　美国药管局局长哈恩表示，发布这项紧急使用授权是为新冠患者及时提供新治疗方法的重要一步。同时，药管局将继续支持相关研究以进一步评估瑞德西韦安全性和有效性。（记者谭晶晶）"
"J03OTxmsf"	"1619592640"	"https://weibo.com/1699432410/J03OTxmsf"	"1699432410"	"2020-05-02 14:48:07"	"微博 weibo.com"	"91"	"31"	"24"	"[""http://wx2.sinaimg.cn/wap180/654b47daly1gee3uaflinj20fm0fmx6p.jpg""]"	"#国际疫情动态# 【美国长期护理机构逾1.6万人死于新冠疫情】据《今日美国报》1日报道，全美养老院、退伍军人之家等长期护理机构中，目前已有超过1.6万名入住者和工作人员死于新冠疫情，约占全美新冠死亡病例的四分之一。 　　《今日美国报》从美国各州收集的数据显示，在这些长期护理机构中，迄今已有近9.7万名入住者和工作人员新冠病毒检测呈阳性。全美50个州中，有46个州的5700多家长期护理机构承认至少有一名入住者或工作人员感染新冠病毒。目前，美国长期护理机构仍面临个人防护装备短缺和检测手段不足等问题；由于多州尚未公布完整数据，且病毒检测规模有限，这些数字可能被低估。 　　报道说，美国总统特朗普4月30日宣布，联邦政府将向全国所有养老院提供防护用品；马里兰州等多个州表示将对长期护理机构的全部人员进行新冠病毒检测。        美国疾病控制和预防中心数据显示，全美约有受联邦政府监管的1.56万所养老院和2.89万座辅助生活设施，200多万美国人生活在这类长期护理机构中。"
"J03oRiuUs"	"1619592640"	"https://weibo.com/1699432410/J03oRiuUs"	"1699432410"	"2020-05-02 13:43:58"	"微博 weibo.com"	"71"	"33"	"7"	"[""http://wx2.sinaimg.cn/wap180/654b47daly1gee1zjs894j21900u0x6q.jpg""]"	"#国际疫情动态# 【#日本新冠确诊病例近1.46万# 政府拟延长紧急状态】据日本广播协会（NHK）电视台统计，截至2日10时30分（北京时间9时30分），日本24小时内新增新冠确诊病例266例，累计确诊14571例；新增死亡病例26例，累计死亡481例。日本首相安倍晋三表示将于4日决定延长全国紧急状态一个月。 　　据报道，东京都5月1日新增确诊病例165例，累计确诊4317例。据统计，东京都126例死亡病例中约90%年龄在60岁以上，男性死者是女性的两倍多。 　　据日本厚生劳动省统计，截至1日，日本已有3981人出院。此外“钻石公主”号邮轮确诊病例712人中死亡13人，651人出院。 　　日本政府疫情应对专家小组1日召开会议，分析研判实施紧急状态后的效果和医疗体系应对情况。专家小组认为虽然日本新增感染人数出现减少倾向，防控措施开始显现一定的成效，但如果在感染人数增长幅度并未达到足以放松限制的条件下放松目前的防控措施，疫情会再次扩散，可能对医疗体系造成重负。 　　日本首相安倍晋三1日表示，准备将本月6日到期的紧急状态延长1个月左右，将于4日召开会议听取专家意见后正式宣布相关细节。"
"J02Uh6Ap7"	"1619592640"	"https://weibo.com/1699432410/J02Uh6Ap7"	"1699432410"	"2020-05-02 12:28:37"	"微博 weibo.com"	"40"	"17"	"5"	"[""http://wx3.sinaimg.cn/wap180/654b47daly1gedzt1x1eoj21dw0u0b2b.jpg""]"	"【#美国4月制造业活动降至11年新低#】美国供应管理学会1日发布的报告显示，受新冠疫情和能源市场疲软影响，4月份美国制造业活动继续萎缩，降至11年来新低。 　　数据显示，4月份美国制造业采购经理人指数从3月的49.1降至41.5，为2009年4月以来最低水平。制造业采购经理人指数是衡量美国制造业综合发展状况的晴雨表，该指数以50为临界点，高于50表明制造业处于扩张状态，低于50表明制造业处于萎缩状态。 　　从分项来看，4月份制造业新订单指数下降15.1至27.1，生产指数下降20.2至27.5，雇佣指数下降16.3至27.5。在接受调查的制造业行业中，只有纸制品及食品、饮料和烟草制品维持扩张。 　　美国供应管理学会制造业调查委员会主席蒂莫西·菲奥里表示，新冠疫情和全球能源市场疲软连续第二个月对所有制造业行业产生影响，需求严重萎缩，受访行业对近期经营前景的评价非常负面。 　　分析人士认为，4月份制造业大幅萎缩预示着第二季度美国经济将更加糟糕。美商务部日前公布的首次预估数据显示，因新冠疫情导致经济大面积“停摆”，今年第一季度美国实际国内生产总值按年率计算下滑4.8%，创2008年国际金融危机以来最大降幅。"
"J02uv6W5Q"	"1619592640"	"https://weibo.com/1699432410/J02uv6W5Q"	"1699432410"	"2020-05-02 11:25:07"	"微博原生直播"	"385"	"120"	"228"		"【正在直播：世卫组织确定新冠病毒源自自然界】目前，新冠肺炎疫情在世界多个国家蔓延。世卫组织1日表示，确定新冠病毒源自自然界；美国确诊病例超110万；南非放松封城政策；中国医疗专家在科威特支援抗疫……#视点直播#带你看↓ 新华视点的微博视频 ."
"J02s2FAfN"	"1619592640"	"https://weibo.com/1699432410/J02s2FAfN"	"1699432410"	"2020-05-02 11:19:04"	"微博 weibo.com"	"316"	"51"	"49"	"[""http://wx1.sinaimg.cn/wap180/654b47daly1gedxssf5jyj20m70ggtdn.jpg""]"	"【#白宫阻止福奇就疫情应对到国会作证#】白宫副新闻秘书贾德·迪尔5月1日证实，白宫已阻止美国国家过敏症和传染病研究所所长安东尼·福奇下周到国会就美国政府的疫情应对作证。 　　民主党掌控的美国国会众议院拨款委员会要求福奇下周在一个关于疫情应对的小组委员会听证会上作证。迪尔在声明中说，特朗普政府正在继续全力应对新冠疫情，包括重新开放美国和加快疫苗开发，让参与这些应对的个人出现在国会听证会上，会起反作用。迪尔表示，将在“适当的时候”向国会提供证词。       福奇年近80岁，是美国知名流行病学家、白宫冠状病毒应对工作组关键成员。在白宫疫情记者会上，他向民众提出各种防疫建议，还常常公开“纠正”总统特朗普。《洛杉矶时报》曾发表文章称，福奇是大众需要的道出疫情真相的人。"
"J01pb23o5"	"1619592640"	"https://weibo.com/1699432410/J01pb23o5"	"1699432410"	"2020-05-02 08:39:15"	"微博 weibo.com"	"49"	"24"	"5"	"[""http://wx1.sinaimg.cn/wap180/654b47daly1gedt6ep9a4j21c40u0h5s.jpg""]"	"#严防疫情反弹#【5月1日#广东省无新增确诊病例# 】5月1日0-24时，全省无新增确诊病例。 　　截至5月1日24时，全省累计报告新冠肺炎确诊病例1588例，其中境外输入193例。累计出院1567例，累计死亡8例。 　　新增出院2例。在院13例（其中境外输入病例4例）中，轻型1例，普通型9例，重型1例，危重型2例。 　　新增无症状感染者1例，为广州报告，境外输入关联，通过密接排查发现。"
"J0grz4n2E"	"1619592644"	"https://weibo.com/1699432410/J0grz4n2E"	"1699432410"	"2020-05-03 22:56:20"	"微博 weibo.com"	"109"	"34"	"39"	"[""http://wx1.sinaimg.cn/wap180/654b47daly1gefnkhdmiqj21b80u01l4.jpg""]"	"#国际疫情动态# 【#印度新冠累计确诊病例突破4万例#】印度卫生部3日发布的新冠疫情数据显示，截至当地时间当天17时，该国新增确诊病例2487例，这是印度单日新增确诊病例连续第3天创新高，累计确诊病例达40263例；累计死亡病例1306例；累计治愈出院10887例。 　　近日印度疫情有抬头趋势。印度在4月22日累计确诊病例突破2万例，4月29日突破3万例，但突破4万例仅用4天。 　　另据实时数据显示，截至3日晚19时，印度全国有9个邦和地区累计确诊病例超过1000例。其中马哈拉施特拉邦是唯一累计确诊病例破万的地区，达12296例。该邦首府孟买累计确诊病例8359例，是印度确诊病例最多的城市，首都新德里以4122例紧随其后。 　　目前，印度已决定将全国封锁期限延长至5月17日，但疫情相对较轻地区的限制措施大幅放宽。印度自3月25日开始的全国封锁措施原定4月14日到期，印度政府在4月14日宣布延长相关措施至5月3日。"
"J0ghMFD5A"	"1619592644"	"https://weibo.com/1699432410/J0ghMFD5A"	"1699432410"	"2020-05-03 22:32:15"	"微博 weibo.com"	"105"	"32"	"25"	"[""http://wx3.sinaimg.cn/wap180/654b47daly1gefmvbdl9zj219s0u07vd.jpg""]"	"#国际疫情动态#【#俄罗斯单日新增新冠病例过万#】据俄罗斯防疫指挥部3日消息，在过去24小时俄新增确诊病例10633例，再创单日增长人数纪录，累计确诊134687例，累计死亡1280例，累计治愈16639例。俄卫生部3日表示，专家认为新增病例攀升的原因有三个，分别是病毒检测次数增多、各地新冠疫情蔓延、部分民众未充分遵守防疫隔离规定。"
